sat.eph:
---------------
prn		af0		af1	af2	IODE	crs	deltan		M0	cuc		ecc		cus		roota	toe		cic		Omega0
-842150451	-0.00014921	-6.4801e+00	0	31	-155.16	4.3023e+00	0.87429 -8.1342e+00	0.0083145	4.4480e+00	5153.7	1.44e+00	-5.0291e+00	-0.72328	
-842150451	-0.00011929	-1.0004e+00	0	58	-138.66	4.7159e+00	-0.19375 -6.9365e+00	0.0018801	2.3711e+00	5153.6	1.66e+00	3.1106e+00	-0.78957	
-842150451	0.00017859	2.3874e+00	0	29	-640.00	4.2670e+00	-0.22867 -3.2075e+00	0.0018952	1.2686e+00	5153.6	1.30e+00	8.3819e+00	0.31900	
-842150451	0.00088708	1.1369e+00	0	12	-682.50	4.4109e+00	0.17195 -3.5558e+00	0.0055700	1.3087e+00	5153.6	1.73e+00	-6.7055e+00	0.29356	
-842150451	0.00029224	-7.7307e+00	0	29	-155.91	4.2405e+00	-0.30499 -7.9889e+00	0.0013806	3.9898e+00	5153.8	1.58e+00	-3.7253e+00	-0.73169	
-842150451	0.00047496	-7.1623e+00	0	27	-261.56	4.9566e+00	0.24786 -1.2983e+00	0.0012170	8.2180e+00	5153.6	1.44e+00	2.7940e+00	0.24285	
-842150451	-0.00012991	-1.3642e+00	0	34	120.38	4.6259e+00	0.13277 6.3293e+00	0.0041600	1.4901e+00	5153.7	1.73e+00	2.0489e+00	-0.17902	
-842150451	0.00046898	-4.7748e+00	0	29	276.56	5.2406e+00	0.23971 1.4529e+00	0.0014779	5.7705e+00	5153.7	1.37e+00	1.8626e+00	0.13516	
-842150451	0.00013147	-6.7075e+00	0	23	-869.06	4.0041e+00	0.30699 -4.3754e+00	0.0042385	1.4460e+00	5153.7	1.73e+00	-2.9802e+00	0.31536	
-842150451	-0.00067213	5.4570e+00	0	21	-737.19	6.1838e+00	0.19047 -3.9544e+00	0.0016588	-7.9907e+00	5153.7	1.44e+00	-1.9185e+00	-0.11661	
-842150451	0.00027446	-3.0695e+00	0	60	144.31	3.5369e+00	0.27093 7.2606e+00	0.0073217	1.2731e+00	5153.7	1.66e+00	-1.1176e+00	-0.27578	
-842150451	-0.00077511	1.3642e+00	0	29	291.56	4.8859e+00	-0.14450 1.4324e+00	0.0037352	5.3886e+00	5153.7	1.73e+00	-1.4901e+00	0.14867	
-842150451	-0.00092776	6.8212e+00	0	60	275.31	5.0609e+00	-0.13706 1.6708e+00	0.0010064	5.5544e+00	5153.7	1.58e+00	1.0617e+00	0.14432	
-842150451	-0.00033125	1.5916e+00	0	91	409.06	5.7081e+00	0.79961 2.2631e+00	0.0011199	6.3498e+00	5153.6	1.73e+00	3.5390e+00	0.12744	
-842150451	-0.00014206	-2.3874e+00	0	60	125.81	3.6930e+00	0.18757 6.6385e+00	0.0010465	1.3599e+00	5153.8	1.73e+00	-2.4773e+00	-0.27390	
-842150451	-0.00015097	5.4570e+00	0	26	927.50	4.2380e+00	-0.22103 4.8932e+00	0.0013026	-3.7253e+00	5153.7	1.51e+00	2.1607e+00	-0.17242	
-842150451	0.00017934	3.8654e+00	0	37	-151.16	4.7027e+00	0.27523 -7.8529e+00	0.0014991	3.8743e+00	5153.6	1.15e+00	1.1176e+00	-0.77542	
-842150451	-0.00036092	3.9790e+00	0	92	756.56	4.4102e+00	0.16278 3.5726e+00	0.0093705	3.1851e+00	5153.6	1.58e+00	-4.4703e+00	-0.16777	
-842150451	0.00052138	4.5475e+00	0	92	-974.37	4.6620e+00	-0.14765 -5.0329e+00	0.0044485	1.3907e+00	5153.7	1.73e+00	-7.4506e+00	0.20120	
-842150451	-0.00026478	7.0486e+00	0	36	-160.94	4.7577e+00	-0.29359 -8.1863e+00	0.0024761	2.1178e+00	5153.6	1.73e+00	3.0361e+00	-0.78435	
-842150451	-0.00062765	-8.5265e+00	0	70	-618.13	5.0370e+00	-0.86986 -3.2261e+00	0.0070876	1.2491e+00	5153.6	1.22e+00	-1.1548e+00	0.25067	
-842150451	-0.00019983	1.2506e+00	0	31	295.31	5.5092e+00	-0.45743 1.6056e+00	0.0012705	5.6401e+00	5153.6	1.30e+00	-3.9116e+00	0.13477	
-842150451	-0.00061111	-5.6843e+00	0	10	-361.56	5.3749e+00	-0.29862 -1.9744e+00	0.0080882	7.7058e+00	5153.7	1.58e+00	-5.0291e+00	0.23646	
-842150451	-0.00070929	-5.4570e+00	0	85	117.69	3.9009e+00	-0.28215 5.9418e+00	0.0080501	1.3085e+00	5153.8	1.73e+00	6.8918e+00	-0.28206	
