sat.eph2:
---------------
cis		i0	crc	  omega	   Omegadot	  idot	    codes	weekno	L2flag	svaccur	svhealth	tgd		iodc	tom		spare
1.0803e+00	0.97422	301.56	0.68705 -8.3468e+00	-4.5145e+00	0	0	0	2	0		5.5879e+00	0	1.371e+05	0	
7.0781e+00	0.95327	325.44	-0.17861 -8.2378e+00	-3.3609e+00	0	0	0	2	0		-2.0489e+00	0	1.584e+05	0	
-2.7940e+00	0.96262	136.28	0.66942 -7.7178e+00	4.9431e+00	0	0	0	2	0		2.3283e+00	0	1.224e+05	0	
-4.0978e+00	0.94952	124.22	0.71929 -7.8903e+00	2.7465e+00	0	0	0	2	0		-1.1176e+00	0	1.656e+05	0	
1.3039e+00	0.97389	310.34	-0.11893 -8.2114e+00	-3.9252e+00	0	0	0	2	0		4.6566e+00	0	1.512e+05	0	
1.4156e+00	0.95638	216.84	-0.24798 -8.3064e+00	-8.7111e+00	0	0	0	2	0		-1.1176e+00	0	1.368e+05	0	
-5.7742e+00	0.96984	349.22	-0.37948 -8.5050e+00	2.0394e+00	0	0	0	2	0		5.1223e+00	0	1.724e+05	0	
-1.0803e+00	0.95207	259.63	0.16957 -8.3125e+00	4.1216e+00	0	0	0	2	0		1.3970e+00	0	1.296e+05	0	
1.8626e+00	0.96269	100.63	-0.27794 -7.6021e+00	4.4395e+00	0	0	0	2	0		1.8626e+00	0	1.661e+05	0	
-1.8626e+00	0.90796	368.00	0.18561 -9.6236e+00	-1.7822e+00	0	0	0	2	0		-1.2107e+00	0	1.368e+05	0	
-1.2480e+00	0.98458	142.09	0.10264 -7.4035e+00	-1.2572e+00	0	0	0	2	0		-1.2573e+00	0	1.640e+05	0	
1.8626e+00	0.96756	280.72	0.13801 -8.2564e+00	4.3680e+00	0	0	0	2	0		-1.1176e+00	0	1.673e+05	0	
2.0117e+00	0.96014	270.97	-0.19483 -8.2096e+00	4.7359e+00	0	0	0	2	0		-9.7789e+00	0	1.512e+05	0	
2.1234e+00	0.92765	240.22	0.75766 -8.7597e+00	6.4503e+00	0	0	0	2	0		-1.0710e+00	0	1.660e+05	0	
9.6858e+00	0.98495	131.59	0.52986 -7.5928e+00	-1.2179e+00	0	0	0	2	0		-1.0710e+00	0	1.656e+05	0	
-5.7742e+00	0.98350	392.63	-0.17311 -8.1853e+00	2.9394e+00	0	0	0	2	0		-1.1176e+00	0	1.440e+05	0	
-2.2165e+00	0.95268	297.50	0.13682 -8.1439e+00	-3.7359e+00	0	0	0	2	0		-6.0536e+00	0	1.080e+05	0	
-2.7567e+00	0.98122	387.59	0.13360 -8.4521e+00	1.5001e+00	0	0	0	2	0		-1.5367e+00	0	1.512e+05	0	
4.8429e+00	0.93030	966.88	0.22477 -8.0575e+00	3.5466e+00	0	0	0	2	0		-8.3819e+00	0	1.656e+05	0	
1.9930e+00	0.94695	325.34	-0.14903 -8.1961e+00	-3.9966e+00	0	0	0	2	0		-1.0245e+00	0	1.656e+05	0	
-9.3132e+00	0.92698	120.97	-0.14306 -8.2550e+00	4.0216e+00	0	0	0	2	0		-1.8161e+00	0	1.152e+05	0	
1.6950e+00	0.94288	259.53	-0.23055 -8.6525e+00	3.5073e+00	0	0	0	2	0		-2.0023e+00	0	1.224e+05	0	
-1.6019e+00	0.93944	219.44	0.58432 -8.2511e+00	-6.7217e+00	0	0	0	2	0		2.7940e+00	0	1.512e+05	0	
-1.8254e+00	0.97209	131.09	0.85000 -7.5464e+00	-1.2179e+00	0	0	0	2	0		5.5879e+00	0	1.656e+05	0	
-1.8626e+00	0.95347	108.81	0.99636 -7.8089e+00	-2.0072e+00	0	0	0	2	0		7.4506e+00	0	1.656e+05	0	
